emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image
326158,Near Eastern,33-62-7,Drachma,,Seleucid,Iran,Silver,Hellenistic Period,150-100 BC,-150,-100,"Persian Expedition, Erich Schmidt, 1933",Darius,"AR Drachma (II).  Obverse: Head of king wearing kyrbasia.  Reverse: Fire temple.  BMC Persis group.<br />Parthian, semi-independent kingdom of Elymais",,,,Darius|Fire Temple|Kyrbasia,,,,,,,,http://www.penn.museum/collections/object/326158,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/251491_800.jpg
162533,Near Eastern,33-62-9,Drachma,,Parthian,Iran,Silver,Hellenistic Period,82-81 BC,-82,-81,"Persian Expedition, Erich Schmidt, 1933",Kamnaskires II|Anzuze,"AR drachma.  Obverse; their jugate heads.  Reverse:  Zeus seated.  BMC 4.<br />Parthian, semi-independent kingdom of Elymais",,,,Kamnaskires II|Anzuze|Jugate Head|Zeus,,,,,,,,http://www.penn.museum/collections/object/162533,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/251487_800.jpg
93996,Near Eastern,33-62-14,Drachma,,Parthian,Iran,Silver,Hellenistic Period,123-88 BC,-123,-88,"Persian Expedition, Erich Schmidt, 1933",Mithradates II of Parthia,AR drachma.  Obverse: Head of king facing left.  Quite worn.  Reverse: Archer seated holding bow surrounded by inscription.  Very high relief.  BMC 21.,,,,Head|Mithradates II of Parthia|Archer,,,,,,,,http://www.penn.museum/collections/object/93996,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/251467_800.jpg
29614,Near Eastern,33-62-28,Drachma,,Parthian,Iran,Silver,Hellenistic Period,37-32 BC,-37,-32,"Persian Expedition, Erich Schmidt, 1933",Phraates IV,AR drachm.  Obverse: Head of king facing left.  Reverse: monogram [design appears].  BM Class A.  BM 57-68.,,,,Head|Phraates IV,,,,,,,,http://www.penn.museum/collections/object/29614,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/251466_800.jpg
520994,Near Eastern,37-11-1245,Coin,,Islamic,Iran|Rayy,Bronze,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RG 8201|CG851202-5915,http://www.penn.museum/collections/object/520994,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/251438_800.jpg
91448,Near Eastern,50-3-1606,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/91448,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
61700,Near Eastern,50-3-252,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,On blade,,,,,,,,,,,,http://www.penn.museum/collections/object/61700,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
195140,Near Eastern,61-14-2008,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,?,http://www.penn.museum/collections/object/195140,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
252433,Near Eastern,61-14-2003,Sherd,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,Body sherd.  Philistine ware.,,,,,,,,,,,,http://www.penn.museum/collections/object/252433,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
134691,Near Eastern,B4498,Coin,,Abbasid,Iraq|Nippur,Silver,,700-799 AD,700,799,"Gift of Mrs. Sallie Crozer Hilprecht; Babylonian Expedition to Nippur IV, 1900",,"CBS Register: Mrs. Hilpr. Nippur. Thin silver coin of an Abbasid ruler. 8th AD. Found with a large mass of other coins , on the west slop of Hill X, the ridge opposite the older Temple Library",,,,,,,,,,,,http://www.penn.museum/collections/object/134691,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
284466,Near Eastern,B2657,Bead,,,Iraq|Nippur,Shell,,,,,"Babylonian Expedition to Nippur I,1889",,"CBS Register: circular object in shell, dentated (with a whole in the center), used as an ornament.",,,,,,,,,,,Ni. 563,http://www.penn.museum/collections/object/284466,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/143842_800.jpg
242066,Near Eastern,50-3-1401,Scraper,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,Single-edged blade,,,,,,,,,,,,http://www.penn.museum/collections/object/242066,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
96766,Near Eastern,50-2-1858,Thin Retouched Flake,,Mousterian,Iran|Bisitun,Flint,Mousterian,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/96766,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
343991,Near Eastern,50-2-2952,Sherd,,,Iran|Bisitun,Ceramic,,,,,"Seven Caves Expedition, Bisitum Cave Iran; Carleton S. Coon, 1950",,Type: hard<br />Temper: fine<br />Surface: red<br />Remarks: wheel made,,,,,,,,,,,,http://www.penn.museum/collections/object/343991,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
304432,Near Eastern,50-3-1046,Blade,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/304432,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
77652,Near Eastern,50-3-144,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/77652,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398794,Near Eastern,37-37-335,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398794,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
318303,Near Eastern,29-105-360,Pin Fragment,,,Israel|Beth Shean,Ivory,,,,,"Expedition to Beth Shean (Beisan); Clarence Fisher, 1921-1928",,Ivory. With knob head.,,,,,,,,,,,,http://www.penn.museum/collections/object/318303,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
72526,Near Eastern,61-14-1723,Whetstone,,,Israel|Beth Shemesh,Stone,,,,,"Purchased from Haverford College, 1961",,"Rectangular, one pierced hole at apex.",,,,,,,,,,,,http://www.penn.museum/collections/object/72526,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398652,Near Eastern,37-37-193,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398652,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398882,Near Eastern,37-37-423,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398882,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
466514,Near Eastern,29-221-554,Cameo,,,Persia,Ostrich Shell,,,,,"Bequest of Maxwell Sommerville, 1904",,triangular ostrich egg fragment; thick.,,,Cameo,,,0,0,,,cm,554,http://www.penn.museum/collections/object/466514,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/155733_800.jpg
398777,Near Eastern,37-37-318,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398777,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
216806,Near Eastern,31-43-45,Cylinder Seal,,,Iraq|Ur,Hematite,Rin-Sin Level,,,,"British Museum/University Museum Expedition to Ur, Iraq, 1931",,"Worshipping Martu, bandylegged dwarf, monkey, crescent, Ampulla.",,,,Martu|Dwarf|Monkey|Crescent,,1.2,1.4,,,cm,U.17315,http://www.penn.museum/collections/object/216806,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/97829_800.jpg
179236,Near Eastern,51-6-312,Model,,,Iraq|Nippur,Terracotta,,,,,"University Museum-University of Chicago/Oriental Institute Expedition, 1951",,Coarse Clay; Crude.  Large Axle hole.,,,,Wheel,,,,,,,D 341,http://www.penn.museum/collections/object/179236,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
138866,Near Eastern,37-11-880,Sherd,,,Iran|Rayy,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"""White"" or ""unglazed"".  Incised triangles and double circles.",,,,,,,,,,,RCH 3953-14,http://www.penn.museum/collections/object/138866,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
179161,Near Eastern,50-3-234,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/179161,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
198605,Near Eastern,37-11-219,Spindle Whorl,,,Iran|Rayy,Bone,,Islamic I?,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Bone.  Perhaps used as a button or ornament.  Plano-convex.  Engraved Kufic inscription.  Trace of pink colour.,,,,,,,,,,,RH 5063|Draw. or 61,http://www.penn.museum/collections/object/198605,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
276354,Near Eastern,29-104-761,Bead,,,Israel|Beth Shean,Glass,,,,,"Expedition to Beth Shean (Beisan); Clarence Fisher, 1921-1928",,Variegated glass ball,,,,,,,,,,,,http://www.penn.museum/collections/object/276354,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
231903,Near Eastern,50-3-85,Scraper,,,Iran|Belt Cave (uncertain),Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/231903,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398883,Near Eastern,37-37-424,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398883,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398751,Near Eastern,37-37-292,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398751,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
120080,Near Eastern,37-11-574,Bead,,,Iran|Rayy,Faience,,Islamic II,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Turquoise and frit.  6 irregular balls; 1 drop-shaped with hole in wide part.,,,,,,,,,,,RH5930,http://www.penn.museum/collections/object/120080,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
316271,Near Eastern,37-11-343,Blade,,,Iran|Rayy,Chert,Hissar IA,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Chert.  Rounded end; one edge retouched.,,,,,,,,,,,RCH7218,http://www.penn.museum/collections/object/316271,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
353214,Near Eastern,37-11-357,Burnisher,,,Rayy,Marble (Stone),Hissar IA,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Grey marble.  Wedge-shaped; three  burnishing surfaces.,,,,,,,,,,,RCh 6633,http://www.penn.museum/collections/object/353214,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
353211,Near Eastern,37-11-355,Polishing Stone,,,Rayy,Stone,Hissar IA,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Black.  Rounded ends.,,,,,,,,,,,RCh 6584,http://www.penn.museum/collections/object/353211,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
317719,Near Eastern,37-11-572,Bead,,,Iran|Rayy,Stone|Rock Crystal,,Islamic II,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"Two Painted Stone and One Rock Crystal (1 clear glass ball, 2 greenish white glass balls).",,,,,,,,,,,RG3308,http://www.penn.museum/collections/object/317719,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
288178,Near Eastern,37-11-514,Spindle Whorl,,,Iran|Rayy,Bone,,Islamic II?,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Bone.  Low cone with concave base.  Four panels of annulets.,,,,,,,,,,,RCh 7237,http://www.penn.museum/collections/object/288178,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
390575,Near Eastern,37-11-730.2,Rim Sherd,,,Iran|Rayy,Ceramic,Islamic II,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,White glaze with lustre decoration on interior; lustre human figure and floral decoration on exterior.,,,Glazed,Human Figure|Flower,,,,,,cm,RH 6135/7,http://www.penn.museum/collections/object/390575,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
386250,Near Eastern,37-11-680,Bowl|Sherd,,,Iran|Rayy,Ceramic,Islamic II,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Ring base. White glaze on both surfaces with ruby lustre decoration on exterior; interior crackle.,,,,,,,,,,cm,RF 3191,http://www.penn.museum/collections/object/386250,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398689,Near Eastern,37-37-230,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398689,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398788,Near Eastern,37-37-329,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398788,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398941,Near Eastern,37-37-482,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398941,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
104841,Near Eastern,50-3-213,Flake,,,Iran|Belt Cave,Flint,,,,,"Seven Caves Expedition, Belt Cave Iran; Carleton S. Coon, 1950",,,,,,,,,,,,,,http://www.penn.museum/collections/object/104841,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398934,Near Eastern,37-37-475,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398934,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398809,Near Eastern,37-37-350,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398809,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
386257,Near Eastern,37-11-692,Bowl|Sherd,,,Iran|Rayy,Ceramic,Islamic II,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Ring base. White glaze; greenish lustre and rose tree and two seated figures.,,,,,,,,,,,RG 7498,http://www.penn.museum/collections/object/386257,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
170117,Near Eastern,37-11-450,Handle,,,Iran|Rayy,Bronze,,Islamic II?,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Bronze.  Hooked with knob on top.,,,,,,,,,,,RF 3174,http://www.penn.museum/collections/object/170117,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
213782,Near Eastern,37-11-469,Spatula,,,Iran|Rayy,Lead,,Islamic ?,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"Lead.  Long shaft, flat head [damaged].",,,,,,,,,,,RCI 4031|Draw. br 8,http://www.penn.museum/collections/object/213782,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398928,Near Eastern,37-37-469,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398928,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
84858,Near Eastern,61-14-1870,Juglet,,,Israel|Beth Shemesh,Ceramic,,,,,"Purchased from Haverford College, 1961",,"Neck broken, handle missing.  Blackware.",,,,,,,,,,,,http://www.penn.museum/collections/object/84858,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398693,Near Eastern,37-37-234,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398693,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
344933,Near Eastern,37-11-361,Pounding Stone,,,Rayy,Stone,Hissar IA,"Hissar, I a?",,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Fragment.  Ferrous stone.  Section of sphere with sector and segment lacking.,,,,,,,,,,,RCh 3867|Draw. br 5,http://www.penn.museum/collections/object/344933,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398975,Near Eastern,37-37-516,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398975,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
128295,Near Eastern,37-11-504,Spindle Whorl,,,Iran|Rayy,Bone,,Islamic I or II,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"Bone.  Truncated conoid.  Engraved annulets, circles, lines.",,,,,,,,,,,RH 5424|Draw. or 71,http://www.penn.museum/collections/object/128295,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
454581,Near Eastern,37-38-63,Sherd,,,Iran|Rayy,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Beige rimsherd with brown rim.  Does not contain a field number.,,,Glazed,,,,,,,,RCh,http://www.penn.museum/collections/object/454581,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
368822,Near Eastern,37-11-298,Dirham,,Islamic|Buwayid (uncertain),Iran|Rayy,Silver,Buwayid Dynasty (uncertain),,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"AE.  Oxidized, cleaned, much abraded, legends almost entirely effaced, chipped.  Dynasty: Buwayhid?  Governor: Caliph: possibly al-Qadir bi'llahi.  Dates of rule:[381-422/991-1031] Date: effaced.  Mint: effaced.",,,,,,,,,,,RH 6246|ANS 1002.1.463,http://www.penn.museum/collections/object/368822,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/136721_800.jpg
398949,Near Eastern,37-37-490,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398949,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398986,Near Eastern,37-37-527,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398986,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398947,Near Eastern,37-37-488,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398947,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
92179,Near Eastern,37-11-485,Spindle Whorl,,,Iran|Rayy,Bone,,Islamic II?,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,Bone.  Flattened dome.  Engraved annulets.,,,,,,,,,,,RH 5478|Draw. or 73,http://www.penn.museum/collections/object/92179,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
186055,Near Eastern,37-11-246,Bead,,,Iran|Rayy,Glass|Shell|Bitumen|Carnelian|Lapis Lazuli,,Islamic II,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,"Frit, shell, bitumen, carnelian and lapis lazuli, glazed.  Assorted small.",,,,,,,,,,,RCh 3773|Draw. or 8,http://www.penn.museum/collections/object/186055,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398831,Near Eastern,37-37-372,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398831,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398903,Near Eastern,37-37-444,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398903,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398987,Near Eastern,37-37-528,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398987,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
7445,Near Eastern,B2794,Bowl,,,Iraq|Nippur,Ceramic,,c. 2000 BC,-2050,-1950,"Babylonian Expedition to Nippur I,1889",,"CBS Register: small terracotta jar, rounded bottom<br />Buff Ware, Traces of Cream Slip; Rounded Base/Fragmentary/Mended",,,,,,,,,,,657,http://www.penn.museum/collections/object/7445,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/121326_800.jpg
398836,Near Eastern,37-37-377,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398836,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398959,Near Eastern,37-37-500,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398959,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398839,Near Eastern,37-37-380,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398839,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398908,Near Eastern,37-37-449,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398908,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398995,Near Eastern,37-37-536,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398995,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398818,Near Eastern,37-37-359,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398818,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398817,Near Eastern,37-37-358,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398817,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
399000,Near Eastern,37-37-541,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/399000,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398963,Near Eastern,37-37-504,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398963,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
398859,Near Eastern,37-37-400,Sherd,,,Iran|Cheshmeh Ali,Ceramic,,,,,"The Boston Museum of Fine Arts / University Museum Expedition to Rayy; Erich F. Schmidt, 1937",,,,,,,,,,,,,RCH,http://www.penn.museum/collections/object/398859,https://upmaa-pennmuseum.netdna-ssl.com/collections/images/image_not_available_300.jpg
