id,creator_id,updater_id,original_id,institution_id,country_id,creation_date,update_date,filename,file_size,width,height,dating,name,street,postcode,locality,area,addition,expanded_name,material,technique,technique_author,format,literature,page,figure,table,isbn,comment,rights,museris_url,museris_cote,visibility,image_validator_id,data_validator_id,image_validation_date,data_validation_date,owner_id,document_type_id,domain_id,precision,technique_date,object_reference,production_place,from,to,site,document_size,url,url_description,code,location,plain_name,legacy_id
55211277,,3321,,,223,2018-01-22 13:50:14,2019-11-19 17:12:38,tiresias-69800.jpg,0,975,956,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, vue sud-ouest",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, vue sud-ouest.
<br> [7 x 6.9 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,,1954-1956,,,,,tiresias,,,,IAS-COL-69800,POINT(38.269978 34.553048),,69800
55211278,,3368,,,,2018-01-22 13:50:15,2020-03-29 18:36:56,tiresias-69801.jpg,0,1328,903,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure",,,,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure.
<br> [9.5x6.4]
<br> Photographie en noir et blanc",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°3, (Bibliotheca Helvetica Romana 10). ",,,,tiresias,,,,IAS-COL-69801,POINT(38.269978 34.553048),,69801
55211279,,3368,,,223,2018-01-22 13:50:15,2020-03-29 18:37:28,tiresias-69802.jpg,0,1103,1140,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple dégagé",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple dégagé.
<br> [7.9 x 8.2 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69802,POINT(38.269978 34.553048),,69802
55211280,,3368,,,,2018-01-22 13:50:15,2020-03-29 18:38:00,tiresias-69803.jpg,0,1111,1117,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure",,,,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure.
<br> [8 x 7.9 cm]
<br> Photographie en noir et blanc",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°3, (Bibliotheca Helvetica Romana 10). ",,,,tiresias,,,,IAS-COL-69803,POINT(38.269978 34.553048),,69803
55211281,,3368,,,223,2018-01-22 13:50:16,2020-03-29 18:35:53,tiresias-69804.jpg,0,1327,926,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Claire-voie d'une fenêtre",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Claire-voie d'une fenêtre.
<br> [9.5 x 6.5 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1270,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XCIII, n°5, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69804,POINT(38.269978 34.553048),,69804
55211282,,3368,,,223,2018-01-22 13:50:16,2020-03-29 18:36:40,tiresias-69805.jpg,0,1371,973,,"Palmyre/<em>Tadmor </em>, sanctuaire de Baalshamîn. Entablement de la façade postérieure",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor </em>, sanctuaire de Baalshamîn. Entablement de la façade postérieure.
<br> [10.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,124,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVI, n°4. (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69805,POINT(38.269978 34.553048),,69805
55211283,,3368,,,223,2018-01-22 13:50:31,2020-03-29 18:34:39,tiresias-69806.jpg,0,1340,910,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Soubassement, face latérale nord",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Soubassement, face latérale nord.
<br> [9.5 x 6.5 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVIII, n°2, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69806,POINT(38.269978 34.553048),,69806
55211284,,3368,,,,2018-01-22 13:50:31,2020-03-29 18:34:53,tiresias-69807.jpg,0,1333,911,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure",,,,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure.
<br> [9.5 x 6.5]
<br> Photographie en noir et blanc",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°3, (Bibliotheca Helvetica Romana 10). ",,,,tiresias,,,,IAS-COL-69807,POINT(38.269978 34.553048),,69807
55211285,,3368,,,223,2018-01-22 13:50:31,2020-03-29 18:35:10,tiresias-69808.jpg,0,1479,1128,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, vu du nord-est",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, vu du nord-est.
<br> [10.5 x 8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°1, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69808,POINT(38.269978 34.553048),,69808
55211286,,3368,,,223,2018-01-22 13:50:32,2020-03-30 14:08:30,tiresias-69809.jpg,0,1392,985,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Angle droit du fronton antérieur avec frise d'oves",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Angle droit du fronton antérieur avec frise d'oves.
<br> [9.9 x 6.9 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXIII, n°4, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,130,site,1954-1956,,,,,tiresias,,,,IAS-COL-69809,POINT(38.269978 34.553048),,69809
55211287,,3368,,,223,2018-01-22 13:50:32,2020-03-29 18:34:02,tiresias-69810.jpg,0,1395,997,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Angle droit du fronton antérieur",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Angle droit du fronton antérieur.
<br> [9.9 x 6.9 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,130,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXIII, n°4, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69810,POINT(38.269978 34.553048),,69810
55211288,,3368,,,223,2018-01-22 13:50:33,2020-03-29 18:33:43,tiresias-69811.jpg,0,981,1387,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Base de colonne du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Base de colonne du <em>pronaos</em>.
<br> [7 x 9.8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1213,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°6, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69811,POINT(38.269978 34.553048),,69811
55211289,,3368,,,223,2018-01-22 13:50:33,2020-03-30 14:01:37,tiresias-69812.jpg,0,1385,982,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Fenêtre latérale nord",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Fenêtre latérale nord.
<br> [9.9 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVII, n°2, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1270,site,1954-1956,,,,,tiresias,,,,IAS-COL-69812,POINT(38.269978 34.553048),,69812
55211290,,3368,,,223,2018-01-22 13:50:33,2020-03-30 14:06:21,tiresias-69813.jpg,0,1389,981,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Porte de la <em>cella</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Porte de la <em>cella</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXX, n°1, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1112,site,1954-1956,,,,,tiresias,,,,IAS-COL-69813,POINT(38.269978 34.553048),,69813
55211291,,3368,,,223,2018-01-22 13:50:34,2020-03-29 18:30:07,tiresias-69814.jpg,0,1595,1148,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, façade antérieure.
<br> [11.3 x 8.2 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIII, n°3, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69814,POINT(38.269978 34.553048),,69814
55211292,,3368,,,223,2018-01-22 13:50:34,2020-03-29 18:30:49,tiresias-69815.jpg,0,1387,986,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Consoles du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Consoles du <em>pronaos</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1055,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°2, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69815,POINT(38.269978 34.553048),,69815
55211293,,3321,,,223,2018-01-22 13:50:34,2020-04-10 13:06:11,tiresias-69816.jpg,0,1379,996,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Angle droit du fronton antérieur",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Angle droit du fronton antérieur.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,130,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXIII, n°4, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69816,POINT(38.269978 34.553048),,69816
55211294,,3368,,,223,2018-01-22 13:50:35,2020-03-30 14:00:12,tiresias-69817.jpg,0,1385,985,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Consoles du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Consoles du <em>pronaos</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°1, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1055,site,1954-1956,,,,,tiresias,,,,IAS-COL-69817,POINT(38.269978 34.553048),,69817
55211295,,3368,,,223,2018-01-22 13:50:35,2020-03-29 18:29:47,tiresias-69818.jpg,0,1591,1147,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple dégagé",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple dégagé.
<br> [11.4 x 8.2 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,91,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXIV, n°4, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69818,POINT(38.269978 34.553048),,69818
55211296,,3321,,,223,2018-01-22 13:50:35,2020-04-10 13:06:11,tiresias-69819.jpg,0,1389,969,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Porte de la <em>cella</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Porte de la <em>cella</em>.
<br> [12.7 x 9 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXX, n°1, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1112,site,1954-1956,,,,,tiresias,,,,IAS-COL-69819,POINT(38.269978 34.553048),,69819
55211297,,3368,,,223,2018-01-22 13:50:36,2020-03-30 13:59:29,tiresias-69820.jpg,0,1381,984,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, <em>pronaos</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIV, n°2, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1213,site,1954-1956,,,,,tiresias,,,,IAS-COL-69820,POINT(38.269978 34.553048),,69820
55211298,,3368,,,223,2018-01-22 13:50:36,2020-03-29 18:29:25,tiresias-69821.jpg,0,1103,1140,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Grande cour avant les fouilles",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Grande cour avant les fouilles.
<br> [7.9 x 8.2 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,749,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XLIII, n°3, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69821,POINT(38.269978 34.553048),,69821
55211299,,3368,,,223,2018-01-22 13:50:36,2020-03-30 13:59:46,tiresias-69822.jpg,0,978,1396,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Consoles du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Consoles du <em>pronaos</em>.
<br> [7 x 9.8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°3, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1055,site,1954-1956,,,,,tiresias,,,,IAS-COL-69822,POINT(38.269978 34.553048),,69822
55211300,,3321,,,223,2018-01-22 13:50:37,2019-11-19 17:12:38,tiresias-69823.jpg,0,1385,985,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Bases de colonnes du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Bases de colonnes du <em>pronaos</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1213,,1954-1956,,,,,tiresias,,,,IAS-COL-69823,POINT(38.269978 34.553048),,69823
55211301,,3368,,,223,2018-01-22 13:50:37,2020-03-29 18:28:12,tiresias-69824.jpg,0,984,961,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Bases des colonnes du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Bases des colonnes du <em>pronaos</em>.
<br> [7 x 6.8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1213,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°5, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69824,POINT(38.269978 34.553048),,69824
55211302,,3368,,,223,2018-01-22 13:50:37,2020-03-29 18:28:52,tiresias-69825.jpg,0,1390,981,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Bases des colonnes du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Bases des colonnes du <em>pronaos</em>.
<br> [6.9 x 9.9 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1213,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXIX, n°5, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69825,POINT(38.269978 34.553048),,69825
55211303,,3368,,,223,2018-01-22 13:52:46,2020-03-30 13:57:48,tiresias-69826.jpg,0,1384,980,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Chapiteau de colonne du <em>pronaos</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Chapiteau de colonne du <em>pronaos</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXIII, n°1, <em>Bibliotheca Helvetica Romana</em>, 10.",,,,,,,,,public,,,,,,90,1213,site,1954-1956,,,,,tiresias,,,,IAS-COL-69826,POINT(38.269978 34.553048),,69826
55211304,,3368,,,223,2018-01-22 13:52:46,2020-03-30 13:58:53,tiresias-69827.jpg,0,974,1387,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Intérieur de la <em>cella</em>, fenêtre",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Intérieur de la <em>cella</em>, fenêtre.
<br> [7 x 9.8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXX, n°3, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1112,site,1954-1956,,,,,tiresias,,,,IAS-COL-69827,POINT(38.269978 34.553048),,69827
55211305,,3368,,,223,2018-01-22 13:52:46,2020-03-30 13:59:13,tiresias-69828.jpg,0,1774,1243,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Porte de la <em>cella</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Porte de la <em>cella</em>.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXX, n°1, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1112,site,1954-1956,,,,,tiresias,,,,IAS-COL-69828,POINT(38.269978 34.553048),,69828
55211306,,3368,,,223,2018-01-22 13:52:47,2020-03-30 13:38:57,tiresias-69829.jpg,0,977,1399,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Intérieur de la <em>cella</em>",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Intérieur de la <em>cella</em>.
<br> [7 x 9.8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXX, n°2, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1112,site,1954-1956,,,,,tiresias,,,,IAS-COL-69829,POINT(38.269978 34.553048),,69829
55211307,,3368,,,223,2018-01-22 13:52:47,2020-04-07 11:11:36,tiresias-69830.jpg,0,1381,966,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Linteau de la porte avec décor floral et frise d'oves",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Linteau de la porte avec décor floral et frise d'oves.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXXI, n°1, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,729,site,1954-1956,,,,,tiresias,,,,IAS-COL-69830,POINT(38.269978 34.553048),,69830
55211308,,3368,,,223,2018-01-22 13:52:47,2020-03-30 13:55:18,tiresias-69831.jpg,0,1390,988,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Fenêtre latérale sud",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Fenêtre latérale sud.
<br> [9.8 x 7 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVII, n°3, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,1270,site,1954-1956,,,,,tiresias,,,,IAS-COL-69831,POINT(38.269978 34.553048),,69831
55211309,,3368,,,223,2018-01-22 13:52:48,2020-03-29 17:30:47,tiresias-69832.jpg,0,981,1392,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Fenêtre latérale sud",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Fenêtre latérale sud.
<br> [7 x 9.8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,,,,,,,,,,public,,,,,,90,1270,site,1954-1956,"Le même objet apparaît dans: COLLART (P.), VICARI (J.), Le sanctuaire de Baalshamîn à Palmyre, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. LXVII, n°3, (Bibliotheca Helvetica Romana, 10).",,,,tiresias,,,,IAS-COL-69832,POINT(38.269978 34.553048),,69832
55211310,,3368,,,223,2018-01-22 13:52:48,2020-03-30 13:38:26,tiresias-69833.jpg,0,1100,1136,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, vu du nord-est",,,Palmyre/Tadmor,,,"Palmyre/<em>Tadmor</em>, sanctuaire de Baalshamîn. Temple, vu du nord-est.
<br> [8.2 x 8 cm]
<br> (Photographie en noir et blanc)",,,"Paul Collart, IASA-UNIL",,"COLLART (P.), VICARI (J.),<em> Le sanctuaire de Baalshamîn à Palmyre</em>, vol. II, Topographie et architecture, Institut suisse de Rome, 1969, pl. XXXV, n°1, (<em>Bibliotheca Helvetica Romana</em>, 10).",,,,,,,,,public,,,,,,90,91,,1954-1956,,,,,tiresias,,,,IAS-COL-69833,POINT(38.269978 34.553048),,69833
