,emuIRN,curatorial_section,object_number,object_name,native_name,culture,provenience,material,period,date_made,date_made_early,date_made_late,accession_credit_line,creator,description,manufacture_locationlocus,culture_area,technique,iconography,measurement_height,measurement_length,measurement_width,measurement_outside_diameter,measurement_tickness,measurement_unit,other_numbers,url,image_url
1706,446445,Egyptian,29-86-807,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Green-buff ware. Portion of Coptic inscription.,,,,,,7.6,9.5,,,cm,149,http://www.penn.museum/collections/object/446445,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1707,47128,Egyptian,29-86-927,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Ribbed. Coptic inscription.,,,,,,9.2,,,,cm,821|T156X,http://www.penn.museum/collections/object/47128,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1708,180499,Egyptian,29-86-929,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription,,,,,,,9.8,,,cm,833|T156,http://www.penn.museum/collections/object/180499,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1709,291475,Egyptian,29-86-931,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-brown ware. Coptic inscription<br />Pot originally decorated with dark red over red wash.,,,,,,7.4,,,,cm,835|T156,http://www.penn.museum/collections/object/291475,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1710,119327,Egyptian,29-86-933,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Pottery, brown ware. Ribbed, thick. Coptic letters.",,,,,,,13.5,,,cm,1264,http://www.penn.museum/collections/object/119327,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1711,208001,Egyptian,29-87-407,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Coptic inscription,,,,,,,5.7,,,cm,154|T1,http://www.penn.museum/collections/object/208001,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1712,7234,Egyptian,29-87-409,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Coptic inscriptions on each side.,,,,,,,10.0,,,cm,393|T6,http://www.penn.museum/collections/object/7234,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1713,45291,Egyptian,29-87-411,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Coptic inscription on both sides,,,,,,,5.2,,,cm,408|T3,http://www.penn.museum/collections/object/45291,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1714,214422,Egyptian,29-87-413,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Coptic inscription on both sides,,,,,,,8.5,,,cm,599,http://www.penn.museum/collections/object/214422,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1715,276086,Egyptian,29-87-415,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Coptic inscriptions on both sides.,,,,,,,12.0,,,cm,663,http://www.penn.museum/collections/object/276086,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1716,133691,Egyptian,29-87-597,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Thick; inscription, Coptic.",,,,,,,9.2,,,cm,743,http://www.penn.museum/collections/object/133691,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1717,307498,Egyptian,32-42-452,Ostracon,,Early Christian,Egypt|Meydum,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,,,,,,,9.8,,,,cm,31-12-126,http://www.penn.museum/collections/object/307498,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1718,332022,Egyptian,32-42-1161,Ostracon,,Early Christian,Egypt|Meydum,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Meydum; Alan Rowe, 1932",,Mended.,,,,,,21.5,,,,cm,32-1-296,http://www.penn.museum/collections/object/332022,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1719,232772,Egyptian,29-86-887,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware; ribbed. Coptic inscription,,,,,,,9.5,,,cm,605|T158,http://www.penn.museum/collections/object/232772,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1720,151121,Egyptian,29-86-889,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Coptic inscription on both sides. Inside splotch of bright red pigment.,,,,,,,9.5,,,cm,607|T158,http://www.penn.museum/collections/object/151121,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1721,93115,Egyptian,29-86-891,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Light red ware. Coptic inscription,,,,,,,,,,,611|T15,http://www.penn.museum/collections/object/93115,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1722,218339,Egyptian,29-86-893,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Coptic inscription,,,,,,,,,,,613|T15,http://www.penn.museum/collections/object/218339,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1723,271061,Egyptian,29-86-895,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Light red ware; hard. Rim of bowl. Coptic characters.,,,,,,,7.0,,,cm,619|T158,http://www.penn.museum/collections/object/271061,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1724,128112,Egyptian,29-86-898,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Red ware. Coptic inscription, both sides. Buff on outside.",,,,,,,8.6,,,cm,628|T158,http://www.penn.museum/collections/object/128112,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1725,151123,Egyptian,29-86-900,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Coptic inscription on both sides.,,,,,,,9.6,,,cm,630|T158,http://www.penn.museum/collections/object/151123,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1726,80680,Egyptian,29-86-902,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription; ribbed fragment.,,,,,,,15.8,,,cm,638|T16,http://www.penn.museum/collections/object/80680,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1727,340751,Egyptian,29-86-904,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Ribbed. Coptic inscription,,,,,,,17.4,,,cm,651|T158,http://www.penn.museum/collections/object/340751,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1728,45787,Egyptian,29-86-906,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic characters.,,,,,,,8.2,,,cm,655|T158,http://www.penn.museum/collections/object/45787,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1729,128113,Egyptian,29-86-908,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription; black inside; ribbed.,,,,,,8.2,,,,cm,660|T158,http://www.penn.museum/collections/object/128113,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1730,207452,Egyptian,29-86-910,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription.,,,,,,,11.8,,,cm,740|T18X,http://www.penn.museum/collections/object/207452,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1731,261828,Egyptian,29-86-912,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription.,,,,,,,8.6,,,cm,742|T18X,http://www.penn.museum/collections/object/261828,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1732,256257,Egyptian,29-86-855,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription,,,,,,,5.2,,,cm,370|T6,http://www.penn.museum/collections/object/256257,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1733,77543,Egyptian,29-86-857,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription on both sides.,,,,,,,6.0,,,cm,373|T6,http://www.penn.museum/collections/object/77543,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1734,340353,Egyptian,29-86-859,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription in two hand writings.,,,,,,,9.1,,,cm,379|T6,http://www.penn.museum/collections/object/340353,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1735,211797,Egyptian,29-86-861,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Rim of pot of fine red pottery. Coptic inscription,,,,,,,6.4,,,cm,387|T6,http://www.penn.museum/collections/object/211797,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1736,446447,Egyptian,29-86-863,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription.,,,,,,,8.2,,,cm,392,http://www.penn.museum/collections/object/446447,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1737,150587,Egyptian,29-86-865,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Drab ware. Coptic inscription,,,,,,,12.5,,,cm,395|T6,http://www.penn.museum/collections/object/150587,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1738,273401,Egyptian,29-86-869,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Coptic inscription,,,,,,,7.6,,,cm,406|T3,http://www.penn.museum/collections/object/273401,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1739,39448,Egyptian,29-86-871,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Coptic inscription on both sides,,,,,,,9.5,,,cm,416|T159,http://www.penn.museum/collections/object/39448,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1740,12575,Egyptian,29-86-873,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription,,,,,,,4.5,,,cm,419,http://www.penn.museum/collections/object/12575,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1741,146206,Egyptian,29-86-876,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Red ware. Coptic inscription, both sides. Two handwritings",,,,,,,7.2,,,cm,477|T159A,http://www.penn.museum/collections/object/146206,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1742,88783,Egyptian,29-86-878,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription. (Sharply ribbed fragment.),,,,,,10.0,,,,cm,487|T11,http://www.penn.museum/collections/object/88783,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1743,333939,Egyptian,29-86-880,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription,,,,,,,10.2,,,cm,559|T14,http://www.penn.museum/collections/object/333939,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1744,288490,Egyptian,29-86-882,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Coptic inscription. Baked to buff.,,,,,,,11.6,,,cm,587|T158,http://www.penn.museum/collections/object/288490,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1745,338296,Egyptian,29-86-884,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Brown ware. Coptic inscription,,,,,,,7.3,,,cm,597|T15,http://www.penn.museum/collections/object/338296,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1746,237229,Egyptian,29-87-427,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Sketch of seated Amun-Ra with king making an offering. Inscribed: -- ""Amun-Re; King of the Gods.""  ""Lord of the Two Lands, Menkheperre  ""Lord of Glory, Thutmose (III).""",,,,,,20.0,11.5,,,cm,148,http://www.penn.museum/collections/object/237229,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1747,299557,Egyptian,29-87-570,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Pottery. Hieratic inscription,,,,,,,5.0,,,cm,579,http://www.penn.museum/collections/object/299557,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1748,97569,Egyptian,69-29-253,Ostracon,,,Egypt|Abydos,Limestone|Ink,,,,,"Penn-Yale Expedition to Abydos, Egypt; David O'Connor and William Kelly Simpson, 1969",,"Hieratic, 3-4 columns of texts, black ink.",,,,Text,,,,,,,69-220,http://www.penn.museum/collections/object/97569,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1749,295061,Egyptian,29-86-748,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Brown ware; white grits. Hieratic inscription,,,,,,,6.8,,,cm,471,http://www.penn.museum/collections/object/295061,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1750,120739,Egyptian,29-86-750,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Hieratic inscription,,,,,,,6.2,,,cm,511,http://www.penn.museum/collections/object/120739,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1751,212874,Egyptian,29-86-752,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware; white grits. Hieratic inscription,,,,,,,2.0,,,cm,527,http://www.penn.museum/collections/object/212874,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1752,259987,Egyptian,29-86-754,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Brown ware, white grits. Ink inscription in hieratic.",,,,,,7.3,,,,cm,723,http://www.penn.museum/collections/object/259987,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1753,70520,Egyptian,29-86-756,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Hieratic inscription on both sides,,,,,,,5.0,,,cm,228,http://www.penn.museum/collections/object/70520,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1754,217728,Egyptian,29-86-759,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Pottery, thin brown ware. Inscribed with portion of hieroglyphic inscription.",,,,,,7.7,,,,cm,52,http://www.penn.museum/collections/object/217728,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1755,135656,Egyptian,29-86-762,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Thin light brown pottery, white grits. With portion of hieroglyphic inscription.",,,,,,9.2,10.5,,,cm,77,http://www.penn.museum/collections/object/135656,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1756,140605,Egyptian,29-86-764,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"6 potsherds joined together;  red- black ware with painted figures and hieroglyphs, as follows:-<br />#128 - red (grey) ware; hieroglyphic inscription; #138 - red-black ware; head of woman and portions of other figures; #144--red-black ware; middle portion of female figurene; #145 - red-black ware; with figures in black; #164 - red-black ware; portion of hieroglyphic inscription; <br />#198 - red-black ware; picture of seated man in black paint and another object",,,Painted,,,,,,,,128-198,http://www.penn.museum/collections/object/140605,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1757,9267,Egyptian,29-86-768,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Brown ware, white grits. With portion of hieroglyphic?? inscription?",,,,,,,4.5,,,cm,141,http://www.penn.museum/collections/object/9267,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1758,337383,Egyptian,29-86-771,Jar Handle,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Brown ware; white grits,,,,,,10.5,,,,cm,150,http://www.penn.museum/collections/object/337383,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1759,208310,Egyptian,29-86-773,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red ware. Lower portion of cartouche in black; hieroglyphic,,,,,,,6.3,,,cm,180,http://www.penn.museum/collections/object/208310,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1760,133255,Egyptian,29-86-775,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Coarse red ware. Design in black paint. Inside blue pigment,,,,,,,8.0,,,cm,211,http://www.penn.museum/collections/object/133255,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1761,103870,Egyptian,29-86-777,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Thin red-black ware. Hieroglyphic inscription,,,,,,,8.0,,,cm,276,http://www.penn.museum/collections/object/103870,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1762,286164,Egyptian,29-86-779,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Hieroglyphic inscription,,,,,,,2.5,,,cm,503,http://www.penn.museum/collections/object/286164,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1763,301588,Egyptian,29-86-781,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Hieroglyphic inscription both sides.,,,,,,,7.8,,,cm,505,http://www.penn.museum/collections/object/301588,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1764,28675,Egyptian,29-86-783,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Hieroglyphic inscriptions,,,,,,,9.5,,,cm,524,http://www.penn.museum/collections/object/28675,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1765,207595,Egyptian,29-86-785,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Hieroglyphic inscription,,,,,,,6.9,,,cm,569,http://www.penn.museum/collections/object/207595,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1766,102228,Egyptian,29-86-788,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Hieroglyphic inscription (probably Canopic),,,,,,,12.5,,,cm,637,http://www.penn.museum/collections/object/102228,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1767,150263,Egyptian,29-86-866,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black ware. Coptic inscription,,,,,,,11.5,,,cm,396,http://www.penn.museum/collections/object/150263,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1768,131166,Egyptian,29-86-934,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,"Pottery, ribbed brown ware. Coptic ""...my brother, I say I have not(?) done evil""",,,,,,10.6,,,,cm,1769,http://www.penn.museum/collections/object/131166,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1769,99884,Egyptian,29-86-747C,Ostracon,,,Egypt|Dra Abu El-Naga,Ceramic,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Red-black pottery. Hieratic inscription,,,,,,,,27.0,,cm,447|T9,http://www.penn.museum/collections/object/99884,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1770,294767,Egyptian,29-87-402,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,4 lines of hieratic inscription,,,,,,,12.0,,,cm,DAN163,http://www.penn.museum/collections/object/294767,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1771,105142,Egyptian,29-87-405,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,Hieratic inscription,,,,,,12.5,,,,cm,890,http://www.penn.museum/collections/object/105142,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
1772,154469,Egyptian,29-87-424,Ostracon,,,Egypt|Dra Abu El-Naga,Limestone,,,,,"The Eckley B. Coxe Jr. Expedition to Drah abu el Naga (Thebes), Egypt; Clarence Stanley Fisher, 1921-1923",,With nswt-bity on one side in red paint and quail chick (w) and praying men on reverse.,,,,,,10.4,,,,cm,95,http://www.penn.museum/collections/object/154469,https://upmaa-pennmuseum.netdna-ssl.com/collections/assets/
